timestamp,title,price,original_price,shipping,item_url
2025-03-22 19:09:42,Samsung Galaxy Watch5 Pro 45mm R925N GPS + Cellular - Good,69.99,69.99,Shipping info unavailable,https://www.ebay.com/itm/256382762964?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:09:42,TOSHIBA 1TB 5400RPM SATA 3.0Gb/s 2.5in Internal Laptop Hard Drive MQ01ABD100V,29.99,29.99,Shipping info unavailable,https://www.ebay.com/itm/116129501463?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:09:44,Xbox Series X – 1TB Digital Edition (Certified Refurbished),399.99,399.99,Shipping info unavailable,https://www.ebay.com/itm/267079874922?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:09:44,Apple iPhone 13 Pro 128GB Unlocked - Excellent,357.95,357.95,Shipping info unavailable,https://www.ebay.com/itm/403999454004?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
2025-03-22 19:09:44,Apple iPhone 14 Pro 128GB Unlocked - Excellent,446.95,446.95,Shipping info unavailable,https://www.ebay.com/itm/405469724990?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
2025-03-22 19:09:44,Apple iPhone 13 128GB Unlocked - Excellent,286.95,286.95,Shipping info unavailable,https://www.ebay.com/itm/404240045218?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
2025-03-22 19:09:44,Apple iPhone 13 128GB Unlocked - Excellent,301.99,301.99,Shipping info unavailable,https://www.ebay.com/itm/256350256024?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
2025-03-22 19:09:44,"Lenovo LOQ 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 12GB RAM 512GB SSD RTX 3050",599.99,880.99,Shipping info unavailable,https://www.ebay.com/itm/126480962681?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452
2025-03-22 19:09:45,MSI Cyborg Gaming Laptop Intel i7-13620H RTX 4050 144HZ 1080p 16GB RAM 512GB SSD,866.99,1016.99,Shipping info unavailable,https://www.ebay.com/itm/296534908821?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452
2025-03-22 19:09:45,"Lenovo LOQ-E 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 8GB RAM 512GB SSD RTX 2050",499.99,699.99,Shipping info unavailable,https://www.ebay.com/itm/126754097392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452
2025-03-22 19:09:45,"Lenovo ThinkPad T490s 14"" TOUCH FHD i7-8565U 16GB NEW 512 SSD Win 11 pro laptop",299.99,299.99,Shipping info unavailable,https://www.ebay.com/itm/224833789923?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452
2025-03-22 19:09:45,Celestron 93973 SkyQ Link 2 Wi-Fi Module (Black),109.99,169.95,Shipping info unavailable,https://www.ebay.com/itm/374232972694?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464
2025-03-22 19:09:45,50-in-1 + Waterproof Case for Gopro Hero 12 11 10 Action Camera Accessory Kit,39.99,39.99,Shipping info unavailable,https://www.ebay.com/itm/116174595662?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464
2025-03-22 19:09:45,"DJI Osmo Mobile SE Gimbal, 3-Axis, Portable , Foldable, Android , iPhone Gimbal",69.00,69.00,Shipping info unavailable,https://www.ebay.com/itm/305001613153?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464
2025-03-22 19:09:45,AOCHUAN Smart XE 3-Axis Smartphone Gimbal Stabilizer for iPhone Android Phones,49.00,49.00,Shipping info unavailable,https://www.ebay.com/itm/405047322473?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464
2025-03-22 19:09:45,BenQ TK860i 3300lm Smart Home Theater Projector 4K HDR Streaming 2D Keystone,919.00,1379.99,Shipping info unavailable,https://www.ebay.com/itm/375807945618?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481
2025-03-22 19:09:45,"Bose Solo Soundbar 2 Home Theater, Certified Refurbished",149.00,199.00,Shipping info unavailable,https://www.ebay.com/itm/167031735841?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481
2025-03-22 19:09:45,"2023-2024 , Amazon Fire TV Stick 3rd Gen w/Alexa includes TV controls. New*",33.88,33.88,Shipping info unavailable,https://www.ebay.com/itm/315040720206?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481
2025-03-22 19:09:45,Onn. Google TV 4K Streaming 4K UHD Resolution 2023 Brand New,26.00,26.00,Shipping info unavailable,https://www.ebay.com/itm/225931956556?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481
2025-03-22 19:09:46,"Samsung Galaxy Tab S8 Ultra 14.6"" 128GB X900 Wifi Only - Excellent",437.00,899.99,Shipping info unavailable,https://www.ebay.com/itm/256728624782?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454
2025-03-22 19:09:46,"Samsung Galaxy Tab S9 FE 5G SM-X518U AT&T Unlocked (Any Carrier) 10.9"" 128GB",274.99,500.00,Shipping info unavailable,https://www.ebay.com/itm/204770375443?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454
2025-03-22 19:09:46,"2022 Apple iPad 10 WiFi Unlocked 64GB 10.9"" (Silver) - A2757 - 1 Year Warranty",332.99,450.00,Shipping info unavailable,https://www.ebay.com/itm/355289724643?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454
2025-03-22 19:09:46,"1 Year Warranty 2020 Apple iPad 8 WiFi Only 32GB 10.2"" (Space Gray) - A2270",143.99,329.00,Shipping info unavailable,https://www.ebay.com/itm/354233898171?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454
2025-03-22 19:09:46,Nintendo new 3DS LL XL Console only Various colors Used RANK A/B Region free,234.99,234.99,Shipping info unavailable,https://www.ebay.com/itm/392605432382?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470
2025-03-22 19:09:46,Nintendo Switch Console HAC-001 w/ Joy Con + Dock + Charger +HDMI 1 Day Ship,199.99,199.99,Shipping info unavailable,https://www.ebay.com/itm/276455280375?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470
2025-03-22 19:09:46,PS Vita PCH-2000 Sony Playstation Accessory complete Console Used (Excellent),174.99,174.99,Shipping info unavailable,https://www.ebay.com/itm/394111931672?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470
2025-03-22 19:09:46,RULE OF ROSE ENG PS2 PAL UK BRAND NEW SEALED 505 GAMES QUALITY CECK CONTROL,259.31,259.31,Shipping info unavailable,https://www.ebay.com/itm/256673834870?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470
2025-03-22 19:09:46,Pivo Pod Silver with Remote and Travel Case - Fast Auto Tracking Phone Silver,49.99,49.99,Shipping info unavailable,https://www.ebay.com/itm/334638953359?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474
2025-03-22 19:09:46,"Genuine Apple Leather MagSafe Card Wallet for iPhone 12, 13, 14 & 15 - Midnight",61.24,76.09,Shipping info unavailable,https://www.ebay.com/itm/166944987243?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474
2025-03-22 19:09:46,ORIGINAL BATTERY SAMSUNG EB-BN980ABY GALAXY NOTE 20 5G SM-N980F/DS SM-N981U OEM,28.00,28.00,Shipping info unavailable,https://www.ebay.com/itm/135102614669?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474
2025-03-22 19:09:46,Genuine / Official Apple iPhone 13 Silicone MagSafe Case / Cover - Blue Jay,43.83,63.19,Shipping info unavailable,https://www.ebay.com/itm/374184094391?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474
2025-03-22 19:09:47,Taramps DS 4000x4 2 Ohms Amplifier 4 Channels 4000W RMS - by Taramps,340.00,340.00,Shipping info unavailable,https://www.ebay.com/itm/356206361583?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450
2025-03-22 19:09:47,Taramps DS 2000x4 2 Ohms 2000 Watts RMS 4-Channel 500x4 Watts RMS Class D,217.99,217.99,Shipping info unavailable,https://www.ebay.com/itm/354493911383?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450
2025-03-22 19:09:47,WOLFBOX G840S 12”Mirror Dash Cam 4K Rear View Mirror Dash Camera Front and Rear,64.99,104.99,Shipping info unavailable,https://www.ebay.com/itm/225914453447?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450
2025-03-22 19:09:47,REDTIGER Dash Cam 4K Front and Rear Dash Camera WiFi GPS with Free 64GB SD Card,89.99,149.99,Shipping info unavailable,https://www.ebay.com/itm/285320367972?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450
2025-03-22 19:09:47,"Seagate IronWolf 12TB 7200RPM SATA 6Gb/s 256MB 3.5"" NAS Hard Drive ST12000VN0007",133.99,133.99,Shipping info unavailable,https://www.ebay.com/itm/166672350380?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456
2025-03-22 19:09:47,"Seagate IronWolf Pro 10TB 7200RPM SATA 6Gb/s 256MB 3.5"" NAS HDD - ST10000NE0004",128.99,128.99,Shipping info unavailable,https://www.ebay.com/itm/167272951826?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456
2025-03-22 19:09:47,"Seagate Exos 28TB 7.2K RPM SATA 6Gb/s 3.5"" Enterprise HDD - ST28000NM000C",334.99,334.99,Shipping info unavailable,https://www.ebay.com/itm/296879436001?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456
2025-03-22 19:09:47,MSI SPATIUM Series M482 M.2 2280 2TB PCI-Express 4.0 x4 Internal Solid State Dri,152.99,152.99,Shipping info unavailable,https://www.ebay.com/itm/386842541654?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456
2025-03-22 19:09:47,"HP OfficeJet 250 Mobile All-in-One Printer | Mobile Print, Scan, Copy | CZ992A",389.99,489.99,Shipping info unavailable,https://www.ebay.com/itm/155769674699?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2025-03-22 19:09:47,New Zebra ZD421 Direct Thermal Desktop Label Printer 203 dpi No Ribbon Required,299.00,499.00,Shipping info unavailable,https://www.ebay.com/itm/116462122244?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2025-03-22 19:09:47,New Zebra ZD421 ZD4AH42-D01E00EZ Direct Thermal Label Healthcare Printer 203 dpi,399.00,669.00,Shipping info unavailable,https://www.ebay.com/itm/116415636410?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2025-03-22 19:09:47,Original Druckkopf HP DesignJet 110 500 510 800 815 PS / Nr. 11 C4810A -C4813A,193.48,193.48,Shipping info unavailable,https://www.ebay.com/itm/356127740145?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2025-03-22 19:09:47,Original Toner HP ColorLaserjet 4700 N DN DTN / 643A Q5950A Q5951A Q5952A Q5953A,107.01,107.01,Shipping info unavailable,https://www.ebay.com/itm/356206193387?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2025-03-22 19:09:47,Sony MDR-7506 Professional Studio Wired Headphone Headset,59.79,59.79,Shipping info unavailable,https://www.ebay.com/itm/356129102114?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2025-03-22 19:09:47,BRAND NEW Harman Kardon Fly TWS True Wireless In-Ear Headphones - Black,56.99,56.99,Shipping info unavailable,https://www.ebay.com/itm/304719930024?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2025-03-22 19:09:48,Sony WF-1000XM5 Truly Wireless Bluetooth Noise Canceling Headphones - Black,112.99,299.99,Shipping info unavailable,https://www.ebay.com/itm/276015021037?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2025-03-22 19:09:48,Soundcore Space Q45 Wireless Headphone Over-Ear Active Noise Cancelling 50h Play,79.99,229.99,Shipping info unavailable,https://www.ebay.com/itm/383512859307?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2025-03-22 19:09:48,Canon RF 28-70mm f/2.8 IS STM Lens Canon RF,999.00,1099.00,Shipping info unavailable,https://www.ebay.com/itm/286086611827?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2025-03-22 19:09:48,Objektiv Tele Carl Zeiss Sonnar 135mm 135 mm T* 2.8 - Contax / Yashica,355.62,355.62,Shipping info unavailable,https://www.ebay.com/itm/365204798099?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2025-03-22 19:09:48,"für Nikon AF, Sigma DC 30 mm F/1.4 HSM",145.92,145.92,Shipping info unavailable,https://www.ebay.com/itm/205080921211?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2025-03-22 19:09:48,Objektiv Zoom Sony SAL75300 75-300mm 4.5-5.6 Macro - Minolta AF / Sony Alpha,182.67,182.67,Shipping info unavailable,https://www.ebay.com/itm/365204237962?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2025-03-22 19:09:48,BenQ TK860i 3300lm Smart Home Theater Projector 4K HDR Streaming 2D Keystone,919.00,1379.99,Shipping info unavailable,https://www.ebay.com/itm/375807945618?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2025-03-22 19:09:48,Taramps DS 4000x4 2 Ohms Amplifier 4 Channels 4000W RMS - by Taramps,340.00,340.00,Shipping info unavailable,https://www.ebay.com/itm/356206361583?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2025-03-22 19:09:48,Sony MDR-7506 Professional Studio Wired Headphone Headset,59.79,59.79,Shipping info unavailable,https://www.ebay.com/itm/356129102114?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2025-03-22 19:09:48,Taramps DS 2000x4 2 Ohms 2000 Watts RMS 4-Channel 500x4 Watts RMS Class D,217.99,217.99,Shipping info unavailable,https://www.ebay.com/itm/354493911383?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2025-03-22 19:09:48,Max/Max 2 - White House Hero DVD - BRAND-NEW and SEALED 9z,8.88,31.95,Shipping info unavailable,https://www.ebay.com/itm/176908244586?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458
2025-03-22 19:09:48,"Poms (DVD, 2019, Widescreen) Diane Keaton, Jacki Weaver, Rhea Perlman NEW 9z",8.88,24.95,Shipping info unavailable,https://www.ebay.com/itm/176908181307?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458
2025-03-22 19:09:48,Otto the Rhino DVD 2012 Animated English Version BRAND-NEW Sealed 9z,8.88,24.95,Shipping info unavailable,https://www.ebay.com/itm/176906606227?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458
2025-03-22 19:09:48,4 Movie Collection Comedy Life / Roscoe Jenkins / Bulletproof / Major Payne 9z,11.57,28.95,Shipping info unavailable,https://www.ebay.com/itm/176908198807?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458
2025-03-22 19:09:49,Lenovo DK1633 40A9 ThinkPad USB-C Dock Station 40A90090US + 90W Power Supply,55.00,55.00,Shipping info unavailable,https://www.ebay.com/itm/145072664056?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2025-03-22 19:09:49,"Xiaomi Mi Computer Monitor Light Bar - , Extra Computer Lighting",29.99,29.99,Shipping info unavailable,https://www.ebay.com/itm/126003498904?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2025-03-22 19:09:49,For iPad Pro 11'' (4/3/2/1) Case | Ringke [Fusion Sketch Stand] for Drawing,32.99,37.99,Shipping info unavailable,https://www.ebay.com/itm/266921467304?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2025-03-22 19:09:49,"For iPad Pro M4 iPad Air M2 M3 11""/13"" [Paper Touch Film] Screen Protector",19.99,26.99,Shipping info unavailable,https://www.ebay.com/itm/266858951820?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2025-03-22 19:09:49,Apple iPhone 13 Pro 128GB Unlocked - Excellent,357.95,357.95,Shipping info unavailable,https://www.ebay.com/itm/403999454004?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2025-03-22 19:09:49,Apple iPhone 14 Pro 128GB Unlocked - Excellent,446.95,446.95,Shipping info unavailable,https://www.ebay.com/itm/405469724990?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2025-03-22 19:09:49,Apple iPhone 13 128GB Unlocked - Excellent,286.95,286.95,Shipping info unavailable,https://www.ebay.com/itm/404240045218?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2025-03-22 19:09:49,Apple iPhone 13 128GB Unlocked - Excellent,301.99,301.99,Shipping info unavailable,https://www.ebay.com/itm/256350256024?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2025-03-22 19:09:49,"Lenovo LOQ 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 12GB RAM 512GB SSD RTX 3050",599.99,880.99,Shipping info unavailable,https://www.ebay.com/itm/126480962681?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2025-03-22 19:09:49,"Seagate IronWolf 12TB 7200RPM SATA 6Gb/s 256MB 3.5"" NAS Hard Drive ST12000VN0007",133.99,133.99,Shipping info unavailable,https://www.ebay.com/itm/166672350380?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2025-03-22 19:09:49,Intel Xeon Gold 6254 3.1GHz 24.75MB 18-Core 200W FCLGA3647 SRF92,245.00,245.00,Shipping info unavailable,https://www.ebay.com/itm/235898025773?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2025-03-22 19:09:49,MSI Cyborg Gaming Laptop Intel i7-13620H RTX 4050 144HZ 1080p 16GB RAM 512GB SSD,866.99,1016.99,Shipping info unavailable,https://www.ebay.com/itm/296534908821?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
timestamp,title,price,original_price,shipping,item_url
2025-03-22 19:16:05,Microsoft Xbox Series S,US $299.00,N/A,Shipping info unavailable,https://www.ebay.com/itm/266190900217?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:16:05,Apple iPhone 15 Pro 256gb ( Unlocked) US E-Sim Version. Excellent,US $674.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/166613095133?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:16:06,Google Pixel 8 Pro 128GB Factory Unlocked - Excellent,US $434.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/226348022590?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:16:06,"Apple Macbook Air MLY33LL/A 2022 M2 - Magsafe 3 - 13.6"" 8GB/256GB SSD Excellent",US $650.00,N/A,Shipping info unavailable,https://www.ebay.com/itm/166206685749?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:16:06,Samsung Galaxy S21 5G SM-G991U 128GB 256GB Unlocked Very Good Refurbished,US $159.95,N/A,Shipping info unavailable,https://www.ebay.com/itm/185698601733?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:16:06,NEW UNLOCKED SAMSUNG GALAXY S20+ PLUS 5G SM-G986U 128GB BLACK GRAY GSM+CDMA,US $207.77,N/A,Shipping info unavailable,https://www.ebay.com/itm/194520534603?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:16:06,"HGST Ultrastar HUH728080ALE604 (0F23668) 8TB 7200RPM SATA 6Gb/s 3.5"" Hard Drive",US $98.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/155888794968?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:16:06,REDTIGER 4K Dash Cam Front and Rear Dual Dash Camera WIFI&GPS With 32GB SD Card,US $69.99,US $129.99,Shipping info unavailable,https://www.ebay.com/itm/285048811560?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:16:06,REDTIGER 4K Dual Dash Camera Front and Rear Dash Cam WIFI&GPS With 32GB SD Card,US $69.99,US $129.99,Shipping info unavailable,https://www.ebay.com/itm/285048811662?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:16:06,"Seagate EXOS X16 ST14000NM005G 14TB 256MB 7200rpm 3.5"" SATA 6Gb/s Enterprise HDD",US $147.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/176825170520?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:16:06,Samsung Galaxy Watch5 Pro 45mm R925N GPS + Cellular - Good,US $69.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/256382762964?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:16:06,TOSHIBA 1TB 5400RPM SATA 3.0Gb/s 2.5in Internal Laptop Hard Drive MQ01ABD100V,US $29.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/116129501463?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:16:06,Xbox Series X – 1TB Digital Edition (Certified Refurbished),US $399.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/267079874922?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-03-22 19:16:06,Apple iPhone 13 Pro 128GB Unlocked - Excellent,US $357.95,N/A,Shipping info unavailable,https://www.ebay.com/itm/403999454004?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
2025-03-22 19:16:06,Apple iPhone 14 Pro 128GB Unlocked - Excellent,US $446.95,N/A,Shipping info unavailable,https://www.ebay.com/itm/405469724990?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
2025-03-22 19:16:06,Apple iPhone 13 128GB Unlocked - Excellent,US $286.95,N/A,Shipping info unavailable,https://www.ebay.com/itm/404240045218?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
2025-03-22 19:16:06,Apple iPhone 13 128GB Unlocked - Excellent,US $301.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/256350256024?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
2025-03-22 19:16:06,"Lenovo LOQ 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 12GB RAM 512GB SSD RTX 3050",US $599.99,US $880.99,Shipping info unavailable,https://www.ebay.com/itm/126480962681?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452
2025-03-22 19:16:07,MSI Cyborg Gaming Laptop Intel i7-13620H RTX 4050 144HZ 1080p 16GB RAM 512GB SSD,US $866.99,"US $1,016.99",Shipping info unavailable,https://www.ebay.com/itm/296534908821?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452
2025-03-22 19:16:07,"Lenovo LOQ-E 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 8GB RAM 512GB SSD RTX 2050",US $499.99,US $699.99,Shipping info unavailable,https://www.ebay.com/itm/126754097392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452
2025-03-22 19:16:07,"Lenovo ThinkPad T490s 14"" TOUCH FHD i7-8565U 16GB NEW 512 SSD Win 11 pro laptop",US $299.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/224833789923?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452
2025-03-22 19:16:07,Celestron 93973 SkyQ Link 2 Wi-Fi Module (Black),US $109.99,US $169.95,Shipping info unavailable,https://www.ebay.com/itm/374232972694?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464
2025-03-22 19:16:07,50-in-1 + Waterproof Case for Gopro Hero 12 11 10 Action Camera Accessory Kit,US $39.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/116174595662?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464
2025-03-22 19:16:07,"DJI Osmo Mobile SE Gimbal, 3-Axis, Portable , Foldable, Android , iPhone Gimbal",US $69.00,N/A,Shipping info unavailable,https://www.ebay.com/itm/305001613153?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464
